PLAYER,YEAR,TEAM,G,AB,R,H,2B,3B,HR,RBI,BB,SO,SB,CS,AVG,OBP,SLG,OPS
360JerryJ McNertneyMcNertneyC360‌‌‌,1969,SEA,128,410,39,99,18,1,8,55,29,63,1,0,.241,.291,.349,.640
360HernánH PérezPérez2B360‌‌‌,2019,MIL,91,232,29,53,11,0,8,18,11,66,5,1,.228,.262,.379,.641
360LorenzoL CainCainCF360‌‌‌,2021,MIL,78,257,40,66,13,0,8,36,26,48,13,2,.257,.329,.401,.730
360RobinR YountYountCF360‌‌‌,1992,MIL,150,557,71,147,40,3,8,77,53,81,15,6,.264,.325,.390,.715
360BillB SpiersSpiersSS360‌‌‌,1991,MIL,133,414,71,117,13,6,8,54,34,55,14,8,.283,.337,.401,.738
360AlexA OchoaOchoaLF360‌‌‌,1999,MIL,119,277,47,83,16,3,8,40,45,43,6,4,.300,.404,.466,.870
360BillB SchroederSchroederC360‌‌‌,1985,MIL,53,194,18,47,8,0,8,25,12,61,0,1,.242,.290,.407,.697
360MartínM MaldonadoMaldonadoC360‌‌‌,2016,MIL,76,208,21,42,7,0,8,21,35,56,1,0,.202,.332,.351,.683
360JeffreyJ LeonardLeonardLF360‌‌‌,1988,MIL,94,374,45,88,19,0,8,44,16,68,10,4,.235,.270,.350,.620
360RyanR ThompsonThompsonLF360‌‌‌,2002,MIL,62,137,16,34,9,2,8,24,7,38,1,0,.248,.295,.518,.813
360GormanG ThomasThomasCF360‌‌‌,1976,MIL,99,227,27,45,9,2,8,36,31,67,2,3,.198,.294,.361,.655
360RobinR YountYountSS360‌‌‌,1975,MIL,147,558,67,149,28,2,8,52,33,69,12,4,.267,.307,.367,.674
360RyanR BraunBraunRF360‌‌‌,2020,MIL,39,129,14,30,7,1,8,26,7,27,1,0,.233,.281,.488,.769
397SteveS BryeBryeCF397‌‌‌,1977,MIL,94,241,27,60,14,3,7,28,16,39,1,0,.249,.297,.419,.716
397BillB SchroederSchroederC397‌‌‌,1986,MIL,64,217,32,46,14,0,7,19,9,59,1,0,.212,.262,.373,.635
397ElianE HerreraHerrera3B397‌‌‌,2015,MIL,83,256,29,62,18,0,7,33,18,72,3,1,.242,.290,.395,.685
397OllieO BrownBrownDH397‌‌‌,1973,MIL,97,296,28,83,10,1,7,32,33,53,4,1,.280,.355,.392,.747
397MarkM BrouhardBrouhardLF397‌‌‌,1983,MIL,56,185,25,51,10,1,7,23,9,39,0,4,.276,.315,.454,.769
397ChadC MoellerMoellerC397‌‌‌,2005,MIL,66,199,23,41,9,1,7,23,13,48,0,0,.206,.257,.367,.624
397BillyB ConigliaroConigliaroRF397‌‌‌,1972,MIL,52,191,22,44,6,2,7,16,8,54,1,0,.230,.261,.393,.654
397TravisT ShawShaw3B397‌‌‌,2019,MIL,86,230,22,36,5,0,7,16,36,89,0,0,.157,.281,.270,.551
397JimJ GantnerGantner2B397‌‌‌,1986,MIL,139,497,58,136,25,1,7,38,26,50,13,7,.274,.313,.370,.683
397JonathanJ LucroyLucroyC397‌‌‌,2015,MIL,103,371,51,98,20,3,7,43,36,64,1,0,.264,.326,.391,.717
397BenB GamelGamelLF397‌‌‌,2019,MIL,134,311,47,77,18,0,7,33,40,104,2,2,.248,.337,.373,.710
397JimJ SundbergSundbergC397‌‌‌,1984,MIL,110,348,43,91,19,4,7,43,38,63,1,1,.261,.332,.399,.731
397DaveD MayMayCF397‌‌‌,1970,MIL,100,342,36,82,8,1,7,31,44,56,8,6,.240,.329,.330,.659
397JoeyJ MeyerMeyerDH397‌‌‌,1989,MIL,53,147,13,33,6,0,7,29,12,36,1,0,.224,.274,.408,.682
397MarcM NewfieldNewfieldLF397‌‌‌,1996,MIL,49,179,21,55,15,0,7,31,11,26,0,1,.307,.354,.508,.862
397DaveD NilssonNilssonC397‌‌‌,1993,MIL,100,296,35,76,10,2,7,40,37,36,3,6,.257,.336,.375,.711
397GabeG GrossGrossRF397‌‌‌,2007,MIL,93,183,28,43,12,2,7,24,25,37,3,1,.235,.329,.437,.766
397RayR OylerOylerSS397‌‌‌,1969,SEA,106,255,24,42,5,0,7,22,31,80,1,2,.165,.260,.267,.527
397GregG BrockBrock1B397‌‌‌,1990,MIL,123,367,42,91,23,0,7,50,43,45,4,2,.248,.324,.368,.692
