0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
517PatrickP CorbinCorbinP517‌‌‌,2018,AZ,33,61,1,12,1,0,0,5,2,25,0,0,.197,.222,.213,.435
517SethS FrankoffFrankoffP517‌‌‌,2021,AZ,4,3,0,0,0,0,0,0,1,2,0,0,.000,.250,.000,.250
517DavidD HolmbergHolmbergP517‌‌‌,2013,AZ,1,1,0,0,0,0,0,0,0,1,0,0,.000,.000,.000,.000
517BrettB JacksonJacksonRF517‌‌‌,2014,AZ,7,4,0,0,0,0,0,0,1,1,0,0,.000,.200,.000,.200
517MattM KochKochP517‌‌‌,2016,AZ,7,3,0,0,0,0,0,0,1,3,0,0,.000,.250,.000,.250
517MattM KochKochP517‌‌‌,2017,AZ,1,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000
PLAYERPLAYER,YEARYEAR,TEAMTEAM,GG,ABAB,RR,HH,2B2B,3B3B,caret-upcaret-downHRcaret-upcaret-downHR,RBIRBI,BBBB,SOSO,SBSB,CSCS,AVGAVG,OBPOBP,SLGSLG,OPSOPS
517MattM KochKochP517‌‌‌,2018,AZ,19,17,1,1,0,0,0,0,3,11,0,0,.059,.200,.059,.259
517MattM KochKochP517‌‌‌,2019,AZ,9,6,0,0,0,0,0,0,0,5,0,0,.000,.000,.000,.000
517JakeJ LambLamb1B517‌‌‌,2020,AZ,18,43,2,5,1,0,0,1,6,17,0,1,.116,.240,.140,.380
517DevenD MarreroMarrero3B517‌‌‌,2018,AZ,49,78,11,13,1,1,0,7,6,23,3,0,.167,.224,.205,.429
517ShelbyS MillerMillerP517‌‌‌,2016,AZ,21,32,4,4,1,1,0,0,0,21,0,0,.125,.125,.219,.344
517ShelbyS MillerMillerP517‌‌‌,2017,AZ,4,6,2,0,0,0,0,0,2,3,0,0,.000,.333,.000,.333
517ShelbyS MillerMillerP517‌‌‌,2018,AZ,5,3,0,0,0,0,0,1,1,1,0,0,.000,.200,.000,.200
517John RyanJ MurphyMurphyC517‌‌‌,2017,AZ,5,7,0,1,1,0,0,1,0,1,0,0,.143,.143,.286,.429
517ChrisC OwingsOwingsSS517‌‌‌,2013,AZ,20,55,5,16,5,0,0,5,6,10,2,0,.291,.361,.382,.743
517TylerT SkaggsSkaggsP517‌‌‌,2012,AZ,6,7,0,0,0,0,0,0,0,4,0,0,.000,.000,.000,.000
517TylerT SkaggsSkaggsP517‌‌‌,2013,AZ,7,10,0,2,0,0,0,1,0,5,0,0,.200,.200,.200,.400
517JoeJ MantiplyMantiplyP517‌‌‌,2021,AZ,57,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000
517JoeJ MantiplyMantiplyP517‌‌‌,2022,AZ,69,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000
517JoeJ MantiplyMantiplyP517‌‌‌,2024,AZ,25,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000
517VidalV NuñoNuñoP517‌‌‌,2014,AZ,14,18,2,1,0,0,0,0,0,8,0,0,.056,.105,.056,.161
517VidalV NuñoNuñoP517‌‌‌,2015,AZ,3,5,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000
517RobbyR ScottScottP517‌‌‌,2019,AZ,11,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000
