0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
221PeteP MackaninMackanin2B221‌‌‌,1975,MON,130,448,59,101,19,6,12,44,31,99,11,5,.225,.276,.375,.651
221BrianB SchneiderSchneiderC221‌‌‌,2004,MON,135,436,40,112,20,3,12,49,42,63,0,1,.257,.325,.399,.724
221JaysonJ WerthWerthLF221‌‌‌,2015,WSH,88,331,51,73,16,1,12,42,38,84,0,1,.221,.302,.384,.686
221ChrisC WidgerWidgerC221‌‌‌,2000,MON,86,281,31,67,17,2,12,34,29,61,1,2,.238,.311,.441,.752
221RonR FairlyFairly1B221‌‌‌,1974,MON,101,282,35,69,9,1,12,43,57,28,2,1,.245,.372,.411,.783
221TimT WallachWallach3B221‌‌‌,1988,MON,159,592,52,152,32,5,12,69,38,88,2,6,.257,.302,.389,.691
221RonR FairlyFairly1B221‌‌‌,1969,MON,70,253,35,73,13,4,12,39,28,22,1,0,.289,.358,.514,.872
221TimT RainesRainesLF221‌‌‌,1988,MON,109,429,66,116,19,7,12,48,53,44,33,7,.270,.350,.431,.781
221JoseJ VidroVidro2B221‌‌‌,1999,MON,140,494,67,150,45,2,12,59,29,51,0,4,.304,.346,.476,.822
221DelD UnserUnserCF221‌‌‌,1977,MON,113,289,33,79,14,1,12,40,33,41,2,5,.273,.346,.453,.799
221DougD StrangeStrange3B221‌‌‌,1997,MON,118,327,40,84,16,2,12,47,36,76,0,2,.257,.332,.428,.760
221TreaT TurnerTurnerSS221‌‌‌,2020,WSH,59,233,46,78,15,4,12,41,22,36,12,4,.335,.394,.588,.982
221DarrinD FletcherFletcherC221‌‌‌,1996,MON,127,394,41,105,22,0,12,57,27,42,0,0,.266,.321,.414,.735
221JuanJ RiveraRiveraRF221‌‌‌,2004,MON,134,391,48,120,24,1,12,49,34,45,6,2,.307,.364,.465,.829
221DominicDo SmithSmith1B221‌‌‌,2023,WSH,153,527,57,134,21,1,12,46,47,91,1,1,.254,.326,.366,.692
221VinnyV CastillaCastilla3B221‌‌‌,2005,WSH,142,494,53,125,36,1,12,66,43,82,4,2,.253,.319,.403,.722
242SeanS BerryBerry3B242‌‌‌,1994,MON,103,320,43,89,19,2,11,41,32,50,14,0,.278,.347,.453,.800
242TreaT TurnerTurnerSS242‌‌‌,2017,WSH,98,412,75,117,24,6,11,45,30,80,46,8,.284,.338,.451,.789
242MikeM LansingLansing2B242‌‌‌,1996,MON,159,641,99,183,40,2,11,53,44,85,23,8,.285,.341,.406,.747
242MarquisM GrissomGrissomCF242‌‌‌,1994,MON,110,475,96,137,25,4,11,45,41,66,36,6,.288,.344,.427,.771
242DaveD MartinezMartinezCF242‌‌‌,1990,MON,118,391,60,109,13,5,11,39,24,48,13,11,.279,.321,.422,.743
242MitchM WebsterWebsterCF242‌‌‌,1985,MON,74,212,32,58,8,2,11,30,20,33,15,9,.274,.335,.486,.821
242LarryL ParrishParrish3B242‌‌‌,1976,MON,154,543,65,126,28,5,11,61,41,91,2,6,.232,.285,.363,.648
242AndyA TracyTracy3B242‌‌‌,2000,MON,83,192,29,50,8,1,11,32,22,61,1,0,.260,.339,.484,.823
242RogerR BernadinaBernadinaRF242‌‌‌,2010,WSH,134,414,52,102,18,3,11,47,35,93,16,2,.246,.307,.384,.691
PLAYERPLAYER,YEARYEAR,TEAMTEAM,GG,ABAB,RR,HH,2B2B,3B3B,caret-upcaret-downHRcaret-upcaret-downHR,RBIRBI,BBBB,SOSO,SBSB,CSCS,AVGAVG,OBPOBP,SLGSLG,OPSOPS
242RonnieR BelliardBelliard2B242‌‌‌,2007,WSH,147,511,57,148,35,1,11,58,34,72,3,0,.290,.332,.427,.759
242BarryB FooteFooteC242‌‌‌,1974,MON,125,420,44,110,23,4,11,60,35,74,2,1,.262,.315,.414,.729
242VladimirV GuerreroGuerreroRF242‌‌‌,1997,MON,90,325,44,98,22,2,11,40,19,39,3,4,.302,.350,.483,.833
242ShaneS AndrewsAndrews3B242‌‌‌,1999,MON,98,281,28,51,8,0,11,37,43,88,1,0,.181,.287,.327,.614
242RonnieR BelliardBelliard1B242‌‌‌,2008,WSH,96,296,37,85,22,0,11,46,37,58,3,2,.287,.372,.473,.845
242GeoffG BlumBlum3B242‌‌‌,2000,MON,124,343,40,97,20,2,11,45,26,60,1,4,.283,.335,.449,.784
242TimT RainesRainesLF242‌‌‌,1983,MON,156,615,133,183,32,8,11,71,97,70,90,14,.298,.393,.429,.822
242RondellR WhiteWhiteLF242‌‌‌,2000,MON,75,290,52,89,24,0,11,54,28,67,5,1,.307,.370,.503,.873
242DarrinD FletcherFletcherC242‌‌‌,1995,MON,110,350,42,100,21,1,11,45,32,23,0,1,.286,.351,.446,.797
242BradB WilkersonWilkersonCF242‌‌‌,2005,WSH,148,565,76,140,42,7,11,57,84,147,8,10,.248,.351,.405,.756
242MikeM JorgensenJorgensen1B242‌‌‌,1974,MON,131,287,45,89,16,1,11,59,70,39,3,5,.310,.444,.488,.932
242TimT RainesRainesLF242‌‌‌,1985,MON,150,575,115,184,30,13,11,41,81,60,70,9,.320,.405,.475,.880
242DavidD SeguiSegui1B242‌‌‌,1996,MON,115,416,69,119,30,1,11,58,60,54,4,4,.286,.375,.442,.817
242WilsonW RamosRamosC242‌‌‌,2014,WSH,88,341,32,91,12,0,11,47,17,57,0,0,.267,.299,.399,.698
242LarryL ParrishParrish3B242‌‌‌,1977,MON,123,402,50,99,19,2,11,46,37,71,2,4,.246,.314,.386,.700
266DelinoD DeShieldsDeShields2B266‌‌‌,1991,MON,151,563,83,134,15,4,10,51,95,151,56,23,.238,.347,.332,.679
266RyanR ChurchChurchCF266‌‌‌,2006,WSH,71,196,22,54,17,1,10,35,26,60,6,1,.276,.366,.526,.892
266AndresA GalarragaGalarraga1B266‌‌‌,1986,MON,105,321,39,87,13,0,10,42,30,79,6,5,.271,.338,.405,.743
266MattM WietersWietersC266‌‌‌,2017,WSH,123,422,43,95,20,0,10,52,38,94,1,0,.225,.288,.344,.632
266WilW CorderoCorderoSS266‌‌‌,1993,MON,138,475,56,118,32,2,10,58,34,60,12,3,.248,.308,.387,.695
266JohnJ BatemanBatemanC266‌‌‌,1971,MON,139,492,34,119,17,3,10,56,19,87,1,0,.242,.273,.350,.623
266RonR WoodsWoodsCF266‌‌‌,1972,MON,97,221,21,57,5,1,10,31,22,33,3,3,.258,.321,.425,.746
266WilW CorderoCorderoSS266‌‌‌,1995,MON,131,514,64,147,35,2,10,49,36,88,9,5,.286,.341,.420,.761
266LarryL ParrishParrish3B266‌‌‌,1975,MON,145,532,50,146,32,5,10,65,28,74,4,5,.274,.314,.410,.724
266WarrenW CromartieCromartieLF266‌‌‌,1978,MON,159,607,77,180,32,6,10,56,33,60,8,8,.297,.337,.418,.755
